obj_id,person_id,img_url
p_8eeea3e5-8376-463c-b5ed-489655565516,84ba600a-eac7-43fc-bbb1-bd9895283c41,http://ladder-longhu-1253924368.cosbj.myqcloud.com/1268109282142982144_10.33.5.242_01_20200628132408067_FACE_BACKGROUND_CUT_RL_0
p_06d8d8ef-ef80-4917-ab61-0f5d388d44aa,2dbe1535-2bff-44f0-9048-451b34c53f92,http://ladder-longhu-1253924368.cosbj.myqcloud.com/1268109282142982144_10.33.5.242_01_20200628132408067_FACE_BACKGROUND_CUT_RL_2
p_5237bba1-3f40-425c-9c4f-d99f6852e460,80889c49-c979-4bf0-ae47-26a6c95fdf6b,http://ladder-longhu-1253924368.cosbj.myqcloud.com/1268109282142982144_10.33.5.242_01_20200628132408067_FACE_BACKGROUND_CUT_RL_4
p_a77c58b6-db1c-4a44-a4f0-83f0485ceb36,84ba600a-eac7-43fc-bbb1-bd9895283c41,http://ladder-longhu-1253924368.cosbj.myqcloud.com/1268109282142982144_10.33.5.242_01_20200628132413399_FACE_BACKGROUND_CUT_RL_0
p_7c03d340-a297-4d7c-83b1-db494d457e12,9c86ea2f-6f5b-416a-b267-5894813185b0,http://ladder-longhu-1253924368.cosbj.myqcloud.com/1268109282142982144_10.33.5.242_01_20200628132413399_FACE_BACKGROUND_CUT_RL_1
p_3bbe3963-fb10-4ae5-8011-1c1d3c043036,2dbe1535-2bff-44f0-9048-451b34c53f92,http://ladder-longhu-1253924368.cosbj.myqcloud.com/1268109282142982144_10.33.5.242_01_20200628132413399_FACE_BACKGROUND_CUT_RL_2
p_2470d927-4b0b-4313-9f7c-5c9fb813e7b5,f572f733-de23-4d66-b7aa-0b79ccf884d2,http://ladder-longhu-1253924368.cosbj.myqcloud.com/1268109282142982144_10.33.5.242_01_20200628132413399_FACE_BACKGROUND_CUT_RL_3
p_32ad84ef-a7d1-4b3d-9bee-7d85aff76840,84ba600a-eac7-43fc-bbb1-bd9895283c41,http://ladder-longhu-1253924368.cosbj.myqcloud.com/1268109282142982144_10.33.5.242_01_20200628132414904_FACE_BACKGROUND_CUT_RL_0
p_a654e4fe-3173-415a-82ca-ce8d6094ffe0,80889c49-c979-4bf0-ae47-26a6c95fdf6b,http://ladder-longhu-1253924368.cosbj.myqcloud.com/1268109282142982144_10.33.5.242_01_20200628132414904_FACE_BACKGROUND_CUT_RL_1
p_106dc1b8-e2ae-4946-a2a1-ecd7fd2511af,2dbe1535-2bff-44f0-9048-451b34c53f92,http://ladder-longhu-1253924368.cosbj.myqcloud.com/1268109282142982144_10.33.5.242_01_20200628132414904_FACE_BACKGROUND_CUT_RL_4
p_04f684c0-32d5-4fbe-aff9-e523432e5e84,1def4c5e-1563-4854-b30f-f1c47650f9ea,http://ladder-longhu-1253924368.cosbj.myqcloud.com/1268109282142982144_10.33.5.242_01_20200628132414904_FACE_BACKGROUND_CUT_RL_5
p_917a212a-d3e8-403a-a43c-93c50031e17d,2dbe1535-2bff-44f0-9048-451b34c53f92,http://ladder-longhu-1253924368.cosbj.myqcloud.com/1268109282142982144_10.33.5.242_01_20200628132419889_FACE_BACKGROUND_CUT_RL_0
p_3a96ffe6-ba3a-4cec-9b0d-dab6cefc7e52,2dbe1535-2bff-44f0-9048-451b34c53f92,http://ladder-longhu-1253924368.cosbj.myqcloud.com/1268109282142982144_10.33.5.242_01_20200628132426765_FACE_BACKGROUND_CUT_RL_0
p_60d0918f-92be-4d47-99e5-dcaeec86514f,2807dc43-153b-4ff6-81e8-7b463a3dafc5,http://ladder-longhu-1253924368.cosbj.myqcloud.com/1268109282142982144_10.33.5.242_01_20200628132429166_FACE_BACKGROUND_CUT_RL_1
p_21e6bbc5-6217-4b7d-b6a1-937dfd0ac557,bc0af04c-278a-4fa9-b2b1-10fc80d1a8cd,http://ladder-longhu-1253924368.cosbj.myqcloud.com/1268109282142982144_10.33.5.242_01_20200628132430382_FACE_BACKGROUND_CUT_RL_0
p_aa3f9bb1-bad8-464f-9b6f-45083f45e0fb,bc0af04c-278a-4fa9-b2b1-10fc80d1a8cd,http://ladder-longhu-1253924368.cosbj.myqcloud.com/1268109282142982144_10.33.5.242_01_20200628132431545_FACE_BACKGROUND_CUT_RL_0
p_651510e2-72a7-42e1-9a64-294fc60d5f5c,84ba600a-eac7-43fc-bbb1-bd9895283c41,http://ladder-longhu-1253924368.cosbj.myqcloud.com/1268109282142982144_10.33.5.242_01_20200628132435011_FACE_BACKGROUND_CUT_RL_1
p_c459b594-9613-4371-b5c9-2316a8959d0e,84ba600a-eac7-43fc-bbb1-bd9895283c41,http://ladder-longhu-1253924368.cosbj.myqcloud.com/1268109282142982144_10.33.5.242_01_20200628132436392_FACE_BACKGROUND_CUT_RL_1
p_1acde30a-d465-49fa-af08-892686556eb0,488e39bd-53e7-4ea3-b8cc-b26ebd3d427a,http://ladder-longhu-1253924368.cosbj.myqcloud.com/1268109282142982144_10.33.5.242_01_20200628132438073_FACE_BACKGROUND_CUT_RL_0
p_9134d272-f134-47a4-8452-d1b80bd371a4,84ba600a-eac7-43fc-bbb1-bd9895283c41,http://ladder-longhu-1253924368.cosbj.myqcloud.com/1268109282142982144_10.33.5.242_01_20200628132438073_FACE_BACKGROUND_CUT_RL_1
p_94fa3d60-4512-4a0e-9c34-b9eaf4a6249d,2dbe1535-2bff-44f0-9048-451b34c53f92,http://ladder-longhu-1253924368.cosbj.myqcloud.com/1268109282142982144_10.33.5.242_01_20200628132439592_FACE_BACKGROUND_CUT_RL_0
p_32c3176c-d6ee-4c4c-a9a0-0de561f6bdfa,84ba600a-eac7-43fc-bbb1-bd9895283c41,http://ladder-longhu-1253924368.cosbj.myqcloud.com/1268109282142982144_10.33.5.242_01_20200628132441943_FACE_BACKGROUND_CUT_RL_1
p_a21f5483-2de1-40b5-be33-434fbb243882,488e39bd-53e7-4ea3-b8cc-b26ebd3d427a,http://ladder-longhu-1253924368.cosbj.myqcloud.com/1268109282142982144_10.33.5.242_01_20200628132511814_FACE_BACKGROUND_CUT_RL_1
p_5412713c-b1ce-445b-95b0-e3fd63601bf4,8a27e266-b8f9-44ef-888a-f8ecafa0b789,http://ladder-longhu-1253924368.cosbj.myqcloud.com/1268109282142982144_10.33.5.242_01_20200628132516909_FACE_BACKGROUND_CUT_RL_0
p_41b77cc6-517f-43df-aa69-19ed9a977783,8a27e266-b8f9-44ef-888a-f8ecafa0b789,http://ladder-longhu-1253924368.cosbj.myqcloud.com/1268109282142982144_10.33.5.242_01_20200628132518154_FACE_BACKGROUND_CUT_RL_1
p_8acafd1a-62cf-42c6-a72f-af5b9e2418ab,8a27e266-b8f9-44ef-888a-f8ecafa0b789,http://ladder-longhu-1253924368.cosbj.myqcloud.com/1268109282142982144_10.33.5.242_01_20200628132520689_FACE_BACKGROUND_CUT_RL_0
p_430002a4-32dd-4dbd-b887-434415508904,8a27e266-b8f9-44ef-888a-f8ecafa0b789,http://ladder-longhu-1253924368.cosbj.myqcloud.com/1268109282142982144_10.33.5.242_01_20200628132521871_FACE_BACKGROUND_CUT_RL_1
p_405420bd-c146-40f2-af30-8dce76eea301,488e39bd-53e7-4ea3-b8cc-b26ebd3d427a,http://ladder-longhu-1253924368.cosbj.myqcloud.com/1268109282142982144_10.33.5.242_01_20200628132523091_FACE_BACKGROUND_CUT_RL_0
p_2ac305cd-f55e-4802-85cd-61621f312d13,8a27e266-b8f9-44ef-888a-f8ecafa0b789,http://ladder-longhu-1253924368.cosbj.myqcloud.com/1268109282142982144_10.33.5.242_01_20200628132525405_FACE_BACKGROUND_CUT_RL_0
p_0fb165a7-ff3d-40bf-b1ff-698d2d6d0c0d,488e39bd-53e7-4ea3-b8cc-b26ebd3d427a,http://ladder-longhu-1253924368.cosbj.myqcloud.com/1268109282142982144_10.33.5.242_01_20200628132532577_FACE_BACKGROUND_CUT_RL_0
p_ed1aab5d-9507-47e0-8830-1b9d27f9f8d4,488e39bd-53e7-4ea3-b8cc-b26ebd3d427a,http://ladder-longhu-1253924368.cosbj.myqcloud.com/1268109282142982144_10.33.5.242_01_20200628132536894_FACE_BACKGROUND_CUT_RL_1
p_97501151-f21b-41f3-a0e3-5c362a369543,488e39bd-53e7-4ea3-b8cc-b26ebd3d427a,http://ladder-longhu-1253924368.cosbj.myqcloud.com/1268109282142982144_10.33.5.242_01_20200628132538090_FACE_BACKGROUND_CUT_RL_0
p_46b6b09e-fa75-4635-b126-51f99a52a066,488e39bd-53e7-4ea3-b8cc-b26ebd3d427a,http://ladder-longhu-1253924368.cosbj.myqcloud.com/1268109282142982144_10.33.5.242_01_20200628132540158_FACE_BACKGROUND_CUT_RL_0
p_bcf8ba8b-e61a-4307-956f-c41fd38ed6ee,488e39bd-53e7-4ea3-b8cc-b26ebd3d427a,http://ladder-longhu-1253924368.cosbj.myqcloud.com/1268109282142982144_10.33.5.242_01_20200628132542308_FACE_BACKGROUND_CUT_RL_0
p_fc103ba3-af6f-4b19-81fb-cd025cf0e45c,488e39bd-53e7-4ea3-b8cc-b26ebd3d427a,http://ladder-longhu-1253924368.cosbj.myqcloud.com/1268109282142982144_10.33.5.242_01_20200628132543462_FACE_BACKGROUND_CUT_RL_0
p_dbf82372-ae59-4590-b69c-3b89ccd5a2bc,488e39bd-53e7-4ea3-b8cc-b26ebd3d427a,http://ladder-longhu-1253924368.cosbj.myqcloud.com/1268109282142982144_10.33.5.242_01_20200628132544890_FACE_BACKGROUND_CUT_RL_0
p_ef573a3b-bc9b-4f26-bf2b-da8215a4fe4c,488e39bd-53e7-4ea3-b8cc-b26ebd3d427a,http://ladder-longhu-1253924368.cosbj.myqcloud.com/1268109282142982144_10.33.5.242_01_20200628132550837_FACE_BACKGROUND_CUT_RL_0
p_21956dd8-65fb-4c73-b81c-cca18993b5be,bc0af04c-278a-4fa9-b2b1-10fc80d1a8cd,http://ladder-longhu-1253924368.cosbj.myqcloud.com/1268109282142982144_10.33.5.242_01_20200628132609171_FACE_BACKGROUND_CUT_RL_0
p_f8b2c145-1714-467b-a9ff-7ffc34ef05f7,488e39bd-53e7-4ea3-b8cc-b26ebd3d427a,http://ladder-longhu-1253924368.cosbj.myqcloud.com/1268109282142982144_10.33.5.242_01_20200628132609171_FACE_BACKGROUND_CUT_RL_1
p_60bc6b8b-6f1b-44b3-a200-a3585756f836,488e39bd-53e7-4ea3-b8cc-b26ebd3d427a,http://ladder-longhu-1253924368.cosbj.myqcloud.com/1268109282142982144_10.33.5.242_01_20200628132610405_FACE_BACKGROUND_CUT_RL_1
p_a4239b94-2a6b-4aa3-b355-862f210cae2d,bc0af04c-278a-4fa9-b2b1-10fc80d1a8cd,http://ladder-longhu-1253924368.cosbj.myqcloud.com/1268109282142982144_10.33.5.242_01_20200628132611816_FACE_BACKGROUND_CUT_RL_0
p_522469c8-9a0f-43d5-98ab-fe022be789b3,488e39bd-53e7-4ea3-b8cc-b26ebd3d427a,http://ladder-longhu-1253924368.cosbj.myqcloud.com/1268109282142982144_10.33.5.242_01_20200628132611816_FACE_BACKGROUND_CUT_RL_1
p_0bc9d41c-b7f5-43d7-aedd-2a0f75a44d9d,488e39bd-53e7-4ea3-b8cc-b26ebd3d427a,http://ladder-longhu-1253924368.cosbj.myqcloud.com/1268109282142982144_10.33.5.242_01_20200628132613021_FACE_BACKGROUND_CUT_RL_0
p_8cb01f0d-dedd-41fb-97bf-a037d20758c9,488e39bd-53e7-4ea3-b8cc-b26ebd3d427a,http://ladder-longhu-1253924368.cosbj.myqcloud.com/1268109282142982144_10.33.5.242_01_20200628132614181_FACE_BACKGROUND_CUT_RL_1
p_26a89bc0-5a8f-430b-a218-edc855256c0c,488e39bd-53e7-4ea3-b8cc-b26ebd3d427a,http://ladder-longhu-1253924368.cosbj.myqcloud.com/1268109282142982144_10.33.5.242_01_20200628132615532_FACE_BACKGROUND_CUT_RL_2
p_64cbf0be-c4e8-49e8-893e-8766cc0d075d,488e39bd-53e7-4ea3-b8cc-b26ebd3d427a,http://ladder-longhu-1253924368.cosbj.myqcloud.com/1268109282142982144_10.33.5.242_01_20200628132616934_FACE_BACKGROUND_CUT_RL_0
p_40162749-84b6-433f-b6d5-bd751e9e4823,488e39bd-53e7-4ea3-b8cc-b26ebd3d427a,http://ladder-longhu-1253924368.cosbj.myqcloud.com/1268109282142982144_10.33.5.242_01_20200628132618293_FACE_BACKGROUND_CUT_RL_0
p_491e6ef9-635d-4fbe-b455-c97f531a4072,bc0af04c-278a-4fa9-b2b1-10fc80d1a8cd,http://ladder-longhu-1253924368.cosbj.myqcloud.com/1268109282142982144_10.33.5.242_01_20200628132618293_FACE_BACKGROUND_CUT_RL_1
p_d761fe27-0610-4b58-93d7-8b0812916ebf,488e39bd-53e7-4ea3-b8cc-b26ebd3d427a,http://ladder-longhu-1253924368.cosbj.myqcloud.com/1268109282142982144_10.33.5.242_01_20200628132621641_FACE_BACKGROUND_CUT_RL_1
p_9a549d8f-6904-4b79-ad55-d9c3b8fd84c9,488e39bd-53e7-4ea3-b8cc-b26ebd3d427a,http://ladder-longhu-1253924368.cosbj.myqcloud.com/1268109282142982144_10.33.5.242_01_20200628132623139_FACE_BACKGROUND_CUT_RL_0
p_dc905267-6c1f-43e9-8a81-44298ae82d13,d3f89fbc-e5d8-4b67-95fc-ab6292b0b61f,http://ladder-longhu-1253924368.cosbj.myqcloud.com/1268109282142982144_10.33.5.242_01_20200628132623139_FACE_BACKGROUND_CUT_RL_1
p_9eba8328-f25f-4a58-9c43-1b817a9f8565,9c86ea2f-6f5b-416a-b267-5894813185b0,http://ladder-longhu-1253924368.cosbj.myqcloud.com/1268109282142982144_10.33.5.242_01_20200628132623139_FACE_BACKGROUND_CUT_RL_2
p_a80408b3-55a3-487e-b66c-144f0fa4b0aa,488e39bd-53e7-4ea3-b8cc-b26ebd3d427a,http://ladder-longhu-1253924368.cosbj.myqcloud.com/1268109282142982144_10.33.5.242_01_20200628132625975_FACE_BACKGROUND_CUT_RL_0
p_40af24a2-88d3-4a47-a960-66db4dbad8f0,d3f89fbc-e5d8-4b67-95fc-ab6292b0b61f,http://ladder-longhu-1253924368.cosbj.myqcloud.com/1268109282142982144_10.33.5.242_01_20200628132625975_FACE_BACKGROUND_CUT_RL_1
p_f3fd587a-5fd4-4abd-8eb0-de6e493683c6,d3f89fbc-e5d8-4b67-95fc-ab6292b0b61f,http://ladder-longhu-1253924368.cosbj.myqcloud.com/1268109282142982144_10.33.5.242_01_20200628132627357_FACE_BACKGROUND_CUT_RL_0
